id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"00-笔记索引-5月的蓝花楹是春天写给昆明的诗-41","5月的蓝花楹是春天写给昆明的诗🪻","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/69fca8c4","摄影姿势库/小红书笔记/00_笔记索引.md","-","","41 / 69fca8c4 / 5月的蓝花楹是春天写给昆明的诗🪻 / -","https://www.xiaohongshu.com/explore/69fca8c4","5月的蓝花楹是春天写给昆明的诗🪻 综合参考；5月的蓝花楹是春天写给昆明的诗🪻 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","5月的蓝花楹是春天写给昆明的诗🪻 - 综合参考摄影参考","5月的蓝花楹是春天写给昆明的诗🪻；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-朋友圈吃不了的细糠-小红书也吃不了-42","朋友圈吃不了的细糠，小红书也吃不了","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/69fd96f4","摄影姿势库/小红书笔记/00_笔记索引.md","-","","42 / 69fd96f4 / 朋友圈吃不了的细糠，小红书也吃不了 / -","https://www.xiaohongshu.com/explore/69fd96f4","朋友圈吃不了的细糠，小红书也吃不了 综合参考；朋友圈吃不了的细糠，小红书也吃不了 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","朋友圈吃不了的细糠，小红书也吃不了 - 综合参考摄影参考","朋友圈吃不了的细糠，小红书也吃不了；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-刘知著-六月新疆面授招生中-43","刘知著（六月新疆面授招生中）","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/62d8d130","摄影姿势库/小红书笔记/00_笔记索引.md","-","","43 / 62d8d130 / 刘知著（六月新疆面授招生中） / -","https://www.xiaohongshu.com/explore/62d8d130","刘知著（六月新疆面授招生中） 综合参考；刘知著（六月新疆面授招生中） 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","刘知著（六月新疆面授招生中） - 综合参考摄影参考","刘知著（六月新疆面授招生中）；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-和摄影老师一起拍出了夏天的味道-44","和摄影老师一起拍出了夏天的味道！","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/69fdbda4","摄影姿势库/小红书笔记/00_笔记索引.md","-","夏天","44 / 69fdbda4 / 和摄影老师一起拍出了夏天的味道！ / -","https://www.xiaohongshu.com/explore/69fdbda4","和摄影老师一起拍出了夏天的味道！ 综合参考 夏天；和摄影老师一起拍出了夏天的味道！ 摄影参考；综合参考 人像拍摄；夏天 pose reference","通用人像场景","单人女生/普通客片","中等","天气和光线不稳定","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","和摄影老师一起拍出了夏天的味道！ - 综合参考摄影参考","和摄影老师一起拍出了夏天的味道！；综合参考；夏天；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-我是火大熊-45","我是火大熊","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/5e41abcb","摄影姿势库/小红书笔记/00_笔记索引.md","-","","45 / 5e41abcb / 我是火大熊 / -","https://www.xiaohongshu.com/explore/5e41abcb","我是火大熊 综合参考；我是火大熊 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","我是火大熊 - 综合参考摄影参考","我是火大熊；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-ning粒粒-46","Ning粒粒","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/69b41903","摄影姿势库/小红书笔记/00_笔记索引.md","-","","47 / 69b41903 / Ning粒粒 / -","https://www.xiaohongshu.com/explore/69b41903","Ning粒粒 综合参考；Ning粒粒 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","Ning粒粒 - 综合参考摄影参考","Ning粒粒；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-笔记索引-多肉爱吃三文鱼-面授报名中-47","多肉爱吃三文鱼📷面授报名中","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/explore/5c9cf453","摄影姿势库/小红书笔记/00_笔记索引.md","-","","49 / 5c9cf453 / 多肉爱吃三文鱼📷面授报名中 / -","https://www.xiaohongshu.com/explore/5c9cf453","多肉爱吃三文鱼📷面授报名中 综合参考；多肉爱吃三文鱼📷面授报名中 摄影参考；综合参考 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","综合参考","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","多肉爱吃三文鱼📷面授报名中 - 综合参考摄影参考","多肉爱吃三文鱼📷面授报名中；综合参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-小红书笔记-6a100805-生命力和漂亮我都要-md","生命力和漂亮我都要！🌸","obsidian_note","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/explore/6a1008050000000008026758","摄影姿势库/小红书笔记/6a100805_生命力和漂亮我都要.md","","拍照姿势；生命力；花海","生命力和漂亮我都要！🌸 作者：赵小糯（常驻大理） 标签：拍照姿势、生命力、花海 内容摘要 （待抓取完整内容） 参考图片 （待下载图片） 来自小红书收藏「拍摄专辑」","https://www.xiaohongshu.com/explore/6a1008050000000008026758","生命力和漂亮我都要！🌸 姿势/引导 拍照姿势 生命力 花海；生命力和漂亮我都要！🌸 摄影参考；姿势/引导 人像拍摄；拍照姿势 生命力 花海 pose reference","花海/春夏外景","单人女生/普通客片","容易","天气和光线不稳定","姿势引导；发布表达","199-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","生命力和漂亮我都要！🌸 - 姿势/引导摄影参考","生命力和漂亮我都要！🌸；姿势/引导；拍照姿势；生命力；花海；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","待复核链接","中"
"doc-摄影姿势库-拍摄指南-小清新少女风拍摄手册-md","小清新少女风拍摄手册","obsidian_note","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","花海；咖啡馆；调色；草地","小清新少女风 · 拍摄手册 v1.0 适用：互勉约拍入门 难度：⭐（新手友好） 设备要求：手机/相机 + 自然光 创建：2026 05 24 一、核心原则 三个不要 1. ❌ 不要让模特站得笔直僵硬 2. ❌ 不要让模特直勾勾盯着镜头 3. ❌ 不要让手自然下垂不知道放哪 三句引导心法 1. 给具体指令 → 不说""自然点""，说""头微微向右转，眼睛看那边"" 2","","小清新少女风拍摄手册 姿势/引导 花海 咖啡馆 调色 草地；小清新少女风拍摄手册 摄影参考；姿势/引导 人像拍摄；花海 咖啡馆 调色 pose reference","草地/公园","情侣","容易","天气和光线不稳定；需要场地许可或低打扰拍摄","姿势引导；构图镜头；色彩后期；光线氛围；发布表达","199-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","public-domain","close-up","travelling-in","center；leading-lines；frame-within-frame","color-grading","小清新少女风拍摄手册 - 姿势/引导摄影参考","小清新少女风拍摄手册；姿势/引导；花海；咖啡馆；调色；草地；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","本地可用","高"
"小清新少女风拍摄手册-条目-1-1","条目 1","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","上午8-10点 / 柔和斜光 / 柔光人像 / 正午顶光","","条目 1 姿势/引导；条目 1 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 1 - 姿势/引导摄影参考","条目 1；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-2-2","条目 2","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","下午3-5点 / 黄金时段 / 逆光/侧光 / 太晚会暗","","条目 2 姿势/引导；条目 2 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；光线氛围","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 2 - 姿势/引导摄影参考","条目 2；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-3-3","条目 3","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","傍晚5-6点 / 蓝色时刻 / 氛围感 / 时间短","","条目 3 姿势/引导；条目 3 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 3 - 姿势/引导摄影参考","条目 3；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-4-4","条目 4","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","破冰 / 10分钟 / 聊天熟悉、换衣服、热身","","条目 4 姿势/引导；条目 4 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 4 - 姿势/引导摄影参考","条目 4；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-5-5","条目 5","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","热身拍摄 / 15分钟 / 简单姿势，让模特放松","","条目 5 姿势/引导；条目 5 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 5 - 姿势/引导摄影参考","条目 5；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-6-6","条目 6","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","正式拍摄 / 30分钟 / 各种姿势+场景切换","","条目 6 姿势/引导；条目 6 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 6 - 姿势/引导摄影参考","条目 6；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-7-7","条目 7","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","特写补充 / 10分钟 / 手部、表情、细节","","条目 7 姿势/引导；条目 7 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","close-up","static","saliency-focus","shot-planning","条目 7 - 姿势/引导摄影参考","条目 7；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-8-8","条目 8","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","收尾 / 5分钟 / 确认、告别","","条目 8 姿势/引导；条目 8 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 8 - 姿势/引导摄影参考","条目 8；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-9-9","条目 9","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","**总计** / **约70分钟** / 实际拍30-40分钟","","条目 9 姿势/引导；条目 9 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 9 - 姿势/引导摄影参考","条目 9；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-单手托腮-10","单手托腮","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","单手托腮 / ""手肘撑在膝盖上，手托着脸，歪头""","","单手托腮 姿势/引导；单手托腮 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","close-up","static","saliency-focus","shot-planning","单手托腮 - 姿势/引导摄影参考","单手托腮；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-双手托腮-11","双手托腮","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","双手托腮 / ""两只手托着脸，肩膀放松，低头笑一下""","","双手托腮 姿势/引导；双手托腮 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","close-up","static","saliency-focus","shot-planning","双手托腮 - 姿势/引导摄影参考","双手托腮；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-捏下巴-12","捏下巴","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","捏下巴 / ""手指捏着下巴，头抬一点，对——好""","","捏下巴 姿势/引导；捏下巴 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","捏下巴 - 姿势/引导摄影参考","捏下巴；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-摸额头-13","摸额头","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","摸额头 / ""手摸一下额头，像在发呆——好""","","摸额头 姿势/引导；摸额头 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","摸额头 - 姿势/引导摄影参考","摸额头；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-撩头发-14","撩头发","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","撩头发 / ""手从额头慢慢撩到发尾，眼睛看上方——对——再来一次""","","撩头发 姿势/引导；撩头发 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","撩头发 - 姿势/引导摄影参考","撩头发；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-摸后脑勺-15","摸后脑勺","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","摸后脑勺 / ""手摸一下后脑勺，歪头看镜头""","","摸后脑勺 姿势/引导；摸后脑勺 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","摸后脑勺 - 姿势/引导摄影参考","摸后脑勺；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-编发-玩头发-16","编发/玩头发","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","编发/玩头发 / ""可以玩一下头发，手指这样拨——对——好""","","编发/玩头发 姿势/引导；编发/玩头发 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","编发/玩头发 - 姿势/引导摄影参考","编发/玩头发；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-拿花-17","拿花","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","拿花 / ""把花拿到胸前，低头闻一下——笑了——好""","","拿花 姿势/引导；拿花 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","拿花 - 姿势/引导摄影参考","拿花；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-拿书-18","拿书","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","拿书 / ""书抱在胸前，头靠书上，眼神放空""","","拿书 姿势/引导；拿书 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","拿书 - 姿势/引导摄影参考","拿书；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-拿咖啡-19","拿咖啡","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","拿咖啡 / ""杯子端到嘴边，喝一口——好——再喝一口""","","拿咖啡 姿势/引导；拿咖啡 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","拿咖啡 - 姿势/引导摄影参考","拿咖啡；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-拿气球-20","拿气球","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","拿气球 / ""气球举高，头看上面——对——笑""","","拿气球 姿势/引导；拿气球 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","拿气球 - 姿势/引导摄影参考","拿气球；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-拿耳机-21","拿耳机","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","拿耳机 / ""戴上耳机，听音乐，头微微歪——好""","","拿耳机 姿势/引导；拿耳机 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","拿耳机 - 姿势/引导摄影参考","拿耳机；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-插兜-22","插兜","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","插兜 / ""手插口袋，肩膀放松，身体微侧""","","插兜 姿势/引导；插兜 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","插兜 - 姿势/引导摄影参考","插兜；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-叉腰-23","叉腰","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","叉腰 / ""双手叉腰，肩膀打开，头歪一点""","","叉腰 姿势/引导；叉腰 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","叉腰 - 姿势/引导摄影参考","叉腰；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-抱胳膊-24","抱胳膊","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","抱胳膊 / ""双手抱着胳膊，下巴放手臂上——好""","","抱胳膊 姿势/引导；抱胳膊 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","抱胳膊 - 姿势/引导摄影参考","抱胳膊；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-摸脖子-25","摸脖子","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","摸脖子 / ""手摸脖子，头微微低，看右边——好""","","摸脖子 姿势/引导；摸脖子 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","摸脖子 - 姿势/引导摄影参考","摸脖子；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-26-26","条目 26","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","低头看手 / 温柔内敛 / ""低头看手，像在想事情""","","条目 26 姿势/引导；条目 26 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 26 - 姿势/引导摄影参考","条目 26；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
